id,firstName,lastName,middleName,gender,birthDate
"458","Артемія","Гаман","Охрімівна","female","Thu Oct 04 2007 16:46:00 GMT+0300 (Eastern European Summer Time)"
"459","Милослава","Ногачевська","Валеріївна","female","Sun Mar 03 1996 12:10:36 GMT+0200 (Eastern European Standard Time)"
"460","Семибор","Бачей","Архипович","male","Fri Nov 14 1975 05:53:10 GMT+0300 (Eastern European Standard Time)"
"461","Адріана","Коваленко","Олегівна","female","Thu Oct 26 1978 09:55:37 GMT+0300 (Eastern European Standard Time)"
"462","Мирон","Павлів","Ігорович","male","Mon Jun 23 1997 17:39:21 GMT+0300 (Eastern European Summer Time)"
"463","Любозар","Бамбула","Русланович","male","Sun Feb 23 2003 15:06:11 GMT+0200 (Eastern European Standard Time)"
"464","Добромисл","Калач","Омелянович","male","Tue Feb 02 1965 06:30:09 GMT+0300 (Eastern European Standard Time)"
"465","Любозар","Федоришин","Звениславович","male","Fri Dec 09 2005 17:59:30 GMT+0200 (Eastern European Standard Time)"
"466","Віта","Павлів","Назаріївна","female","Wed Apr 15 1987 14:42:20 GMT+0400 (Eastern European Summer Time)"
"467","Лаврентій","Галаєнко","Петрович","male","Wed Feb 08 1984 06:14:32 GMT+0300 (Eastern European Standard Time)"
"468","Августин","Трясун","Корнилович","male","Mon Dec 17 1973 16:59:29 GMT+0300 (Eastern European Standard Time)"
"469","Костянтин","Сідлецький","Звенимирович","male","Tue Aug 23 2005 20:46:00 GMT+0300 (Eastern European Summer Time)"
"470","Добромила","Милославська","Радимівна","female","Thu May 19 1966 08:48:50 GMT+0300 (Eastern European Standard Time)"
"471","Станіслав","Павленко","Остапович","male","Thu Oct 28 2004 18:19:14 GMT+0300 (Eastern European Summer Time)"
"472","Лук’ян","Мамій","Остапович","male","Fri Dec 25 1964 05:36:23 GMT+0300 (Eastern European Standard Time)"
"473","Далеслава","Боярчук","Алевтинівна","female","Fri Sep 12 2003 10:54:19 GMT+0300 (Eastern European Summer Time)"
"474","Ладомир","Лютий","Всеволодович","male","Wed Jan 22 1969 10:56:18 GMT+0300 (Eastern European Standard Time)"
"475","Надія","Могилевська","Ярославівна","female","Sat Apr 10 1993 17:10:21 GMT+0300 (Eastern European Summer Time)"
"476","Милослава","Лящук","Данилівна","female","Sat Apr 03 1982 13:44:53 GMT+0400 (Eastern European Summer Time)"
"477","Аделаїда","Ликович","Несторівна","female","Sat Dec 16 1989 21:12:51 GMT+0300 (Eastern European Standard Time)"
"478","Світлана","Янюк","Адамівна","female","Mon Jan 14 1980 07:18:25 GMT+0300 (Eastern European Standard Time)"
"479","Віліна","Боярчук","Родіонівна","female","Sat Apr 29 1967 00:39:39 GMT+0300 (Eastern European Standard Time)"
"480","Андрій","Плаксій","Маркіянович","male","Fri Feb 04 1966 20:47:01 GMT+0300 (Eastern European Standard Time)"
"481","Аврелій","Кордун","Добромирович","male","Sat Jul 08 1995 17:20:07 GMT+0300 (Eastern European Summer Time)"
"482","Огняна","Стоян","Білославівна","female","Sat Dec 25 1993 22:04:34 GMT+0200 (Eastern European Standard Time)"
"483","Милослава","Пономарів","Антонівна","female","Thu May 27 1965 05:47:26 GMT+0300 (Eastern European Standard Time)"
"484","Купава","Карпух","Остапівна","female","Sat Aug 23 1980 00:11:01 GMT+0300 (Eastern European Standard Time)"
"485","Павліна","Бурмило","Всеволодівна","female","Tue Aug 04 1981 01:45:35 GMT+0400 (Eastern European Summer Time)"
"486","Златомир","Хитрово","Білославович","male","Tue Apr 02 1974 00:03:09 GMT+0300 (Eastern European Standard Time)"
"487","Арсеній","Довгалевський","Юрійович","male","Sun Feb 22 1981 01:40:26 GMT+0300 (Eastern European Standard Time)"
"488","Ольга","Роменець","Устимівна","female","Sun Jun 09 1996 01:32:17 GMT+0300 (Eastern European Summer Time)"
"489","Далемир","Поривай","Гордійович","male","Fri Aug 18 1978 15:20:27 GMT+0300 (Eastern European Standard Time)"
"490","Пелагія","Петрів","Миколаївна","female","Thu Aug 12 1965 17:43:35 GMT+0300 (Eastern European Standard Time)"
"491","Земислав","Ломовий","Маркович","male","Wed Oct 17 1973 14:19:54 GMT+0300 (Eastern European Standard Time)"
"492","Остап","Гарун","Устимович","male","Thu Sep 16 1993 06:00:40 GMT+0300 (Eastern European Summer Time)"
"493","Зоремир","Кононець","Васильович","male","Thu Aug 08 1985 16:18:02 GMT+0400 (Eastern European Summer Time)"
"494","Ніна","Малкович","Денисівна","female","Mon Jan 20 1986 08:55:50 GMT+0300 (Eastern European Standard Time)"
"495","Альвіна","Бурмило","Братиславівна","female","Sat May 19 1990 18:39:01 GMT+0400 (Eastern European Summer Time)"
"496","Альбіна","Шамрило","Владиславівна","female","Fri Jul 15 1988 01:43:16 GMT+0400 (Eastern European Summer Time)"
"497","Станіслав","Поліщук","Гордійович","male","Fri Nov 07 1975 20:34:47 GMT+0300 (Eastern European Standard Time)"
"498","Корнелій","Ромей","Григорійович","male","Mon May 08 1995 20:19:22 GMT+0300 (Eastern European Summer Time)"
"499","Августин","Вергун","Славутович","male","Fri Mar 16 1973 00:38:52 GMT+0300 (Eastern European Standard Time)"
"500","Аврелій","Ярмак","Вікторович","male","Wed Jun 23 1971 01:09:14 GMT+0300 (Eastern European Standard Time)"
"501","Арсен","Головець","Зореславович","male","Thu Nov 14 1968 09:50:40 GMT+0300 (Eastern European Standard Time)"
"502","Орхип","Романів","Олександрович","male","Tue May 03 1966 23:18:40 GMT+0300 (Eastern European Standard Time)"
"503","Владислава","Пригода","Зореславівна","female","Fri Jun 04 1982 19:09:31 GMT+0400 (Eastern European Summer Time)"
"504","Кий","Латаний","Артемович","male","Tue Nov 06 1990 09:03:16 GMT+0300 (Eastern European Summer Time)"
"505","Пантелеймон","Янюк","Зореславович","male","Fri Apr 28 1995 18:53:06 GMT+0300 (Eastern European Summer Time)"
"506","Стефаній","Бутько","Аркадійович","male","Mon Apr 29 1996 18:12:30 GMT+0300 (Eastern European Summer Time)"
"507","Анастас","Бамбула","Білославович","male","Mon Nov 22 1999 23:01:02 GMT+0200 (Eastern European Standard Time)"
"508","Василь","Кандиба","Златомирович","male","Tue May 11 1982 21:07:58 GMT+0400 (Eastern European Summer Time)"
"509","Меланія","Гайчук","Божемирівна","female","Sat Apr 13 1968 11:56:34 GMT+0300 (Eastern European Standard Time)"
"510","Подолян","Гладух","Корнилович","male","Thu Oct 04 1990 05:05:53 GMT+0300 (Eastern European Summer Time)"
"511","Зиновій","Яловий","Гнатович","male","Tue May 26 1970 11:07:23 GMT+0300 (Eastern European Standard Time)"
"512","Лаврентій","Кононець","Олелькович","male","Fri Dec 09 1983 18:13:30 GMT+0300 (Eastern European Standard Time)"
"513","Боримисл","Бердник","Тимофійович","male","Thu Oct 26 2000 12:28:54 GMT+0300 (Eastern European Summer Time)"
"514","Жанна","Бачей","Мстиславівна","female","Tue Apr 25 1967 01:44:37 GMT+0300 (Eastern European Standard Time)"
"515","Віола","Силецька","Георгіївна","female","Tue Oct 29 1991 02:29:24 GMT+0200 (Eastern European Standard Time)"
"516","Любослава","Унич","Мстиславівна","female","Thu Dec 01 1994 14:54:14 GMT+0200 (Eastern European Standard Time)"
"517","Арсен","Шиндарей","Васильович","male","Sat Jun 17 2000 18:30:57 GMT+0300 (Eastern European Summer Time)"
"518","Орислава","Слободян","Радимівна","female","Thu Sep 05 1996 13:55:43 GMT+0300 (Eastern European Summer Time)"
"519","Боримисл","Шиндарей","Денисович","male","Mon Jan 07 2002 12:41:20 GMT+0200 (Eastern European Standard Time)"
"520","Омелян","Ялюк","Олексійович","male","Wed Jul 06 1977 03:46:42 GMT+0300 (Eastern European Standard Time)"
"521","Антонида","Горбач","Збориславівна","female","Wed Dec 30 1970 04:57:28 GMT+0300 (Eastern European Standard Time)"
"522","Маркіян","Лучко","Андрійович","male","Tue Oct 15 1991 09:14:16 GMT+0200 (Eastern European Standard Time)"
"523","Орислава","Ящук","Афанасіївна","female","Tue Jul 15 1969 11:44:07 GMT+0300 (Eastern European Standard Time)"
"524","Марко","Євенко","Орхипович","male","Sun May 17 1992 09:40:03 GMT+0300 (Eastern European Summer Time)"
"525","Немира","Янюк","Андріївна","female","Thu Nov 03 1977 03:21:41 GMT+0300 (Eastern European Standard Time)"
"526","Соня","Потебенько","В’ячеславівна","female","Fri Apr 15 2005 21:20:17 GMT+0300 (Eastern European Summer Time)"
"527","Болеслава","Приймак","Богданівна","female","Sat May 16 1987 17:41:42 GMT+0400 (Eastern European Summer Time)"
"528","Братислав","Майборода","Маркович","male","Sun Sep 14 2003 21:42:53 GMT+0300 (Eastern European Summer Time)"
"529","Павло","Коцюбинський","Максимович","male","Sat May 13 1995 13:21:39 GMT+0300 (Eastern European Summer Time)"
"530","Пилип","Сушко","Арсенійович","male","Tue Jan 16 1979 22:14:19 GMT+0300 (Eastern European Standard Time)"
"531","Златомир","Ящук","Мирославович","male","Thu Dec 25 2003 09:35:26 GMT+0200 (Eastern European Standard Time)"
"532","Корнилій","Мамій","Зореславович","male","Thu Jan 01 1998 03:48:13 GMT+0200 (Eastern European Standard Time)"
"533","Іван","Іванишин","Стефанович","male","Mon Feb 28 1994 09:06:18 GMT+0200 (Eastern European Standard Time)"
"534","Февронія","Сушко","Маркіянівна","female","Wed Jul 26 1978 19:44:58 GMT+0300 (Eastern European Standard Time)"
"535","Гелена","Унич","Андріївна","female","Fri Mar 03 2006 02:04:14 GMT+0200 (Eastern European Standard Time)"
"536","Ратимир","Гайдук","Ігорович","male","Wed Mar 31 1999 16:21:54 GMT+0300 (Eastern European Summer Time)"
"537","Ілона","Гнатишина","Данилівна","female","Fri Mar 23 1973 11:55:59 GMT+0300 (Eastern European Standard Time)"
"538","Щек","Ялюк","Русланович","male","Wed Dec 09 1998 09:05:04 GMT+0200 (Eastern European Standard Time)"
"539","Христя","Марків","Мечиславівна","female","Mon Feb 23 2004 11:34:44 GMT+0200 (Eastern European Standard Time)"
"540","Гарнослав","Ломовий","Денисович","male","Sun Mar 04 1979 15:47:02 GMT+0300 (Eastern European Standard Time)"
"541","Лілія","Данилишина","Бориславівна","female","Tue Mar 14 2000 06:17:25 GMT+0200 (Eastern European Standard Time)"
"542","Віталій","Балабух","Маркович","male","Wed Jan 10 1996 04:53:33 GMT+0200 (Eastern European Standard Time)"
"543","Богдан","Гайдук","В’ячеславович","male","Tue Jun 06 1978 13:01:25 GMT+0300 (Eastern European Standard Time)"
"544","Синьоок","Ющук","Владиславович","male","Fri Jan 19 1979 17:13:38 GMT+0300 (Eastern European Standard Time)"
"545","Алевтина","Ярмак","Юріївна","female","Sat Apr 07 2007 01:43:48 GMT+0300 (Eastern European Summer Time)"
"546","Каріна","Довгалевська","Валентинівна","female","Sun Mar 09 1980 15:36:22 GMT+0300 (Eastern European Standard Time)"
"547","Гелена","Цушко","Юхимівна","female","Thu Feb 04 1993 15:16:37 GMT+0200 (Eastern European Standard Time)"
"548","Анфіса","Бабух","Божемирівна","female","Wed Nov 27 1974 21:57:13 GMT+0300 (Eastern European Standard Time)"
"549","Чорнота","Васильківський","Всеволодович","male","Wed Jan 29 1997 22:16:11 GMT+0200 (Eastern European Standard Time)"
"550","Родіон","Сідляк","Данилович","male","Tue Sep 01 1987 05:58:38 GMT+0400 (Eastern European Summer Time)"
"551","Ликера","Дзюба","Георгіївна","female","Fri Jan 30 1987 10:16:52 GMT+0300 (Eastern European Standard Time)"
"552","Зборислав","Лобачевський","Ярославович","male","Wed Apr 06 1966 08:45:44 GMT+0300 (Eastern European Standard Time)"
"553","Соломія","Ющук","Божемирівна","female","Tue Jan 24 1978 14:09:48 GMT+0300 (Eastern European Standard Time)"
"554","Ратимир","Шестак","Мирославович","male","Tue Feb 01 2005 15:00:07 GMT+0200 (Eastern European Standard Time)"
"555","Ілона","Городоцька","Златомирівна","female","Sun Apr 08 2007 13:37:11 GMT+0300 (Eastern European Summer Time)"
"556","Кий","Євенко","Аркадійович","male","Tue Jan 04 2000 09:37:42 GMT+0200 (Eastern European Standard Time)"
"557","Лада","Кандиба","Валеріївна","female","Sun Jan 12 1975 07:53:42 GMT+0300 (Eastern European Standard Time)"
"558","Фаїна","Ромочко","Євгенівна","female","Mon Feb 05 1990 12:50:16 GMT+0300 (Eastern European Standard Time)"
"559","Родослав","Гриневський","Дмитрович","male","Fri Mar 29 1974 15:28:19 GMT+0300 (Eastern European Standard Time)"
"560","Забава","Гайдук","Родіонівна","female","Mon Apr 04 1966 04:03:39 GMT+0300 (Eastern European Standard Time)"
"561","Валентин","Шестак","Охрімович","male","Mon Mar 09 1981 21:17:39 GMT+0300 (Eastern European Standard Time)"
"562","Добринка","Ликович","Мстиславівна","female","Sat Apr 29 2006 11:58:20 GMT+0300 (Eastern European Summer Time)"
"563","Кузьма","Мамій","Орестович","male","Sat Nov 24 1984 23:51:29 GMT+0300 (Eastern European Standard Time)"
"564","Славомир","Паламарчук","Корнійович","male","Wed Jun 22 1988 19:14:48 GMT+0400 (Eastern European Summer Time)"
"565","Тетяна","Розпутня","Пилипівна","female","Thu Nov 28 2002 12:22:38 GMT+0200 (Eastern European Standard Time)"
"566","Олександр","Каськів","Маркович","male","Thu Jan 02 1992 13:13:01 GMT+0200 (Eastern European Standard Time)"
"567","Петро","Притула","Денисович","male","Tue Feb 06 1968 21:39:30 GMT+0300 (Eastern European Standard Time)"
"568","В’ячеслава","Мотрієнко","Гнатівна","female","Wed Oct 07 1981 23:47:52 GMT+0300 (Eastern European Standard Time)"
"569","Наталія","Карпух","Арсеніївна","female","Fri May 22 1970 05:42:34 GMT+0300 (Eastern European Standard Time)"
"570","Немира","Савицька","Костянтинівна","female","Sun Aug 29 1976 03:05:26 GMT+0300 (Eastern European Standard Time)"
"571","Зорян","Марієвський","Романович","male","Tue Dec 21 1993 04:03:49 GMT+0200 (Eastern European Standard Time)"
"572","Синьоок","Саєнко","Олегович","male","Fri Mar 17 1978 15:39:10 GMT+0300 (Eastern European Standard Time)"
"573","Братимир","Янюк","Герасимович","male","Wed Apr 19 1967 12:16:30 GMT+0300 (Eastern European Standard Time)"
"574","Соня","Силецька","Охрімівна","female","Wed Mar 22 1989 03:47:59 GMT+0300 (Eastern European Standard Time)"
"575","Забава","Шамрило","Добромирівна","female","Fri Jan 21 1972 05:39:49 GMT+0300 (Eastern European Standard Time)"
"576","Ярослава","Погиба","Пилипівна","female","Tue Jun 29 1971 21:21:35 GMT+0300 (Eastern European Standard Time)"
"577","Денис","Забіла","Гаврилович","male","Sat Sep 23 1995 07:48:27 GMT+0300 (Eastern European Summer Time)"
"578","Данило","Савицький","Дмитрович","male","Sat Jul 15 1967 13:42:39 GMT+0300 (Eastern European Standard Time)"
"579","Тетяна","Шестак","Корніївна","female","Mon Oct 16 1978 13:01:06 GMT+0300 (Eastern European Standard Time)"
"580","Віта","Степанець","Любомирівна","female","Sun Jan 07 1973 11:04:37 GMT+0300 (Eastern European Standard Time)"
"581","Святополк","Кульчицький","Ростиславович","male","Thu Dec 31 1987 21:12:49 GMT+0300 (Eastern European Standard Time)"
"582","Милослава","Борочко","Орхипівна","female","Fri Nov 20 1970 05:31:33 GMT+0300 (Eastern European Standard Time)"
"583","Ладомир","Боярчук","Всеволодович","male","Wed Jun 10 1970 01:33:10 GMT+0300 (Eastern European Standard Time)"
"584","Ірина","Бамбула","Ігорівна","female","Fri Feb 02 2007 18:34:14 GMT+0200 (Eastern European Standard Time)"
"585","Братислав","Луцький","Братиславович","male","Mon Oct 27 1975 04:18:47 GMT+0300 (Eastern European Standard Time)"
"586","Власта","Шкараба","Добромирівна","female","Fri Jul 28 2006 02:27:17 GMT+0300 (Eastern European Summer Time)"
"587","Доброслав","Степанець","Дмитрович","male","Mon Jul 08 1974 02:35:31 GMT+0300 (Eastern European Standard Time)"
"588","Славолюб","Гнатишин","Максимович","male","Sat May 20 1978 21:25:15 GMT+0300 (Eastern European Standard Time)"
"589","Жанна","Петренко","Євгенівна","female","Thu Oct 21 1993 12:18:13 GMT+0200 (Eastern European Standard Time)"
"590","Левко","Гайовий","Олегович","male","Sun Sep 23 1979 04:56:11 GMT+0300 (Eastern European Standard Time)"
"591","Алевтин","Унич","Віталійович","male","Mon May 04 1992 20:20:16 GMT+0300 (Eastern European Summer Time)"
"592","Ян","Євпак","Романович","male","Sat Feb 16 1991 20:15:33 GMT+0300 (Eastern European Summer Time)"
"593","Валерій","Кулинич","Григорійович","male","Sat Apr 21 2007 02:22:08 GMT+0300 (Eastern European Summer Time)"
"594","Юрій","Мотрієнко","Георгійович","male","Fri May 13 1994 13:09:30 GMT+0300 (Eastern European Summer Time)"
"595","Квітослава","Сучак","Володимирівна","female","Sat Mar 09 1991 17:29:12 GMT+0300 (Eastern European Summer Time)"
"596","Благовіста","Ящук","Анастасівна","female","Fri Sep 21 2001 22:26:37 GMT+0300 (Eastern European Summer Time)"
"597","Любислава","Москаль","Дмитрівна","female","Sun Sep 21 1980 12:15:07 GMT+0300 (Eastern European Standard Time)"
"598","Богдан","Дмитрук","Матвійович","male","Tue Sep 30 1980 22:26:28 GMT+0300 (Eastern European Standard Time)"
"599","Діана","Демчишина","Степанівна","female","Thu Jan 06 1994 23:21:10 GMT+0200 (Eastern European Standard Time)"
"600","Аркадій","Лахман","Пантелеймонович","male","Wed Sep 18 1991 14:44:51 GMT+0300 (Eastern European Summer Time)"
"601","Горимир","Яловий","Степанович","male","Tue Dec 06 1983 10:38:48 GMT+0300 (Eastern European Standard Time)"
"602","Боримир","Романишин","Сергійович","male","Sat Sep 15 1984 06:54:11 GMT+0400 (Eastern European Summer Time)"
"603","Щастислав","Борочко","Анатолійович","male","Fri Dec 20 1968 11:37:52 GMT+0300 (Eastern European Standard Time)"
"604","Гелена","Балабуха","Григоріївна","female","Mon Jan 10 2000 17:06:56 GMT+0200 (Eastern European Standard Time)"
"605","Олелько","Савицький","Назарович","male","Mon Apr 28 1980 16:27:30 GMT+0300 (Eastern European Standard Time)"
"606","Любомила","Скиба","Русланівна","female","Sun Sep 04 2005 08:40:52 GMT+0300 (Eastern European Summer Time)"
"607","Іннеса","Ліхно","Боженівна","female","Tue Feb 21 2006 22:09:13 GMT+0200 (Eastern European Standard Time)"
"608","Мирон","Балакун","Васильович","male","Sun Jul 25 2004 23:37:50 GMT+0300 (Eastern European Summer Time)"
"609","Злат","Каськів","Русланович","male","Mon Dec 25 1995 20:41:10 GMT+0200 (Eastern European Standard Time)"
"610","Ярема","Шамрило","Афанасійович","male","Sat Sep 09 1972 20:21:57 GMT+0300 (Eastern European Standard Time)"
"611","Василь","Гарай","Станіславович","male","Sat Aug 12 2000 16:36:34 GMT+0300 (Eastern European Summer Time)"
"612","Феодосія","Саєнко","Славутівна","female","Fri Mar 28 1969 18:47:08 GMT+0300 (Eastern European Standard Time)"
"613","Лілія","Притула","Марківна","female","Mon Sep 02 1991 22:56:03 GMT+0300 (Eastern European Summer Time)"
"614","Квітослава","Ящук","Георгіївна","female","Mon Oct 17 1966 22:14:21 GMT+0300 (Eastern European Standard Time)"
"615","Тур","Шиндарей","Захарійович","male","Sat Mar 09 1974 01:41:21 GMT+0300 (Eastern European Standard Time)"
"616","Назар","Романишин","Болеславович","male","Fri Jan 03 1992 13:11:14 GMT+0200 (Eastern European Standard Time)"
"617","Мечислава","Пагутяк","Немирівна","female","Tue Aug 08 1995 23:03:05 GMT+0300 (Eastern European Summer Time)"
"618","Юліанна","Розпутня","Михайлівна","female","Tue Mar 10 1970 22:16:40 GMT+0300 (Eastern European Standard Time)"
"619","Яромир","Пономарів","Вікторович","male","Mon Jul 11 1994 11:40:26 GMT+0300 (Eastern European Summer Time)"
"620","Юліан","Петрів","Захарійович","male","Sun Mar 16 1969 10:10:45 GMT+0300 (Eastern European Standard Time)"
"621","Аркадій","Унич","Григорійович","male","Sun May 30 1993 19:52:24 GMT+0300 (Eastern European Summer Time)"
"622","Борислава","Свидригайло","Алевтинівна","female","Fri Sep 17 1982 10:35:45 GMT+0400 (Eastern European Summer Time)"
"623","Віліна","Стигайло","Арсенівна","female","Sun Jul 05 1970 07:59:17 GMT+0300 (Eastern European Standard Time)"
"624","Слава","Шиндарей","Радимирівна","female","Sun Mar 27 1966 08:27:33 GMT+0300 (Eastern European Standard Time)"
"625","Гелена","Башук","Валентинівна","female","Sun Feb 01 1998 14:14:12 GMT+0200 (Eastern European Standard Time)"
"626","Горислав","Палій","Ростиславович","male","Fri Mar 20 1981 23:59:45 GMT+0300 (Eastern European Standard Time)"
"627","Любодар","Майборода","Вадимович","male","Fri Apr 06 1973 08:28:26 GMT+0300 (Eastern European Standard Time)"
"628","Вікторія","Балицька","Степанівна","female","Sat Aug 21 1965 13:05:49 GMT+0300 (Eastern European Standard Time)"
"629","Братимир","Гордійчук","Петрович","male","Fri Apr 01 1994 15:20:15 GMT+0300 (Eastern European Summer Time)"
"630","Зінаїда","Карпух","Макарівна","female","Tue Dec 10 1968 21:15:41 GMT+0300 (Eastern European Standard Time)"
"631","Славолюб","Єрмак","Бориславович","male","Mon Aug 26 1974 16:13:10 GMT+0300 (Eastern European Standard Time)"
"632","Микита","Дмитришин","Болеславович","male","Tue Aug 15 1972 17:29:22 GMT+0300 (Eastern European Standard Time)"
"633","Зиновій","Уманець","Орестович","male","Tue Nov 27 1984 21:58:41 GMT+0300 (Eastern European Standard Time)"
"634","Сюзана","Ромей","Мирославівна","female","Sun May 17 1992 17:28:04 GMT+0300 (Eastern European Summer Time)"
"635","Зборислав","Кононець","Архипович","male","Wed Apr 22 1998 23:07:05 GMT+0300 (Eastern European Summer Time)"
"636","Архип","Ліхно","Захарович","male","Thu Feb 04 1993 20:15:24 GMT+0200 (Eastern European Standard Time)"
"637","Алевтин","Москаль","Архипович","male","Thu May 16 1974 09:41:27 GMT+0300 (Eastern European Standard Time)"
"638","Клавдія","Башук","Корніївна","female","Thu Jul 03 1986 17:36:01 GMT+0400 (Eastern European Summer Time)"
"639","Людомила","Тарасюк","Афанасіївна","female","Mon Jan 26 1970 07:58:47 GMT+0300 (Eastern European Standard Time)"
"640","Родіон","Лучко","Матвійович","male","Fri Mar 21 1997 21:01:31 GMT+0200 (Eastern European Standard Time)"
"641","Жанна","Шкараба","Гарасимівна","female","Sat Jul 08 1995 09:37:45 GMT+0300 (Eastern European Summer Time)"
"642","Левко","Павлів","Романович","male","Sun Sep 21 1975 11:25:39 GMT+0300 (Eastern European Standard Time)"
"643","Богдана","Калач","Доброславівна","female","Fri Apr 17 1970 05:20:27 GMT+0300 (Eastern European Standard Time)"
"644","Руслан","Забіла","Олександрович","male","Wed Feb 12 1997 11:34:53 GMT+0200 (Eastern European Standard Time)"
"645","Огняна","Лугова","Дмитрівна","female","Wed Sep 01 2004 19:14:47 GMT+0300 (Eastern European Summer Time)"
"646","Агнеса","Шевченко","Корнилівна","female","Sun Dec 21 1980 14:39:15 GMT+0300 (Eastern European Standard Time)"
"647","Милодара","Компанієць","Пантелеймонівна","female","Tue Dec 18 1990 23:26:35 GMT+0300 (Eastern European Summer Time)"
"648","Сюзана","Демчишина","Степанівна","female","Wed Oct 27 1982 12:10:41 GMT+0300 (Eastern European Standard Time)"
"649","Тетяна","Карпух","Святославівна","female","Thu Apr 21 1988 21:39:55 GMT+0400 (Eastern European Summer Time)"
"650","Афанасій","Дмитрук","Анатолійович","male","Sun Dec 23 2001 19:10:07 GMT+0200 (Eastern European Standard Time)"
"651","Натан","Лановий","Пилипович","male","Sun Mar 27 1977 07:12:28 GMT+0300 (Eastern European Standard Time)"
"652","Квітослава","Шухевич","Арсеніївна","female","Sun Jan 20 1991 11:39:10 GMT+0300 (Eastern European Summer Time)"
"653","Борислав","Марієвський","Алевтинович","male","Mon Aug 17 1970 00:34:57 GMT+0300 (Eastern European Standard Time)"
"654","Славомир","Стигайло","Лаврентійович","male","Sun Aug 26 2001 15:37:41 GMT+0300 (Eastern European Summer Time)"
"655","Ярополк","Ромей","Всеволодович","male","Thu Jun 30 1966 03:29:51 GMT+0300 (Eastern European Standard Time)"
"656","Яровид","Іванів","Юхимович","male","Mon Jun 23 1986 08:30:22 GMT+0400 (Eastern European Summer Time)"
"657","Олелько","Магера","Всеволодович","male","Sun Oct 24 1982 05:00:24 GMT+0300 (Eastern European Standard Time)"
"658","Зореслав","Данилко","Всеславович","male","Wed Oct 31 1973 07:05:56 GMT+0300 (Eastern European Standard Time)"
"659","Вікторія","Калач","Юхимівна","female","Wed Jun 15 1988 06:10:22 GMT+0400 (Eastern European Summer Time)"
"660","В’ячеслава","Третяк","Лаврентіївна","female","Wed Jul 20 1994 00:36:58 GMT+0300 (Eastern European Summer Time)"
"661","Корнелій","Слободян","Пилипович","male","Tue Feb 10 1987 23:52:54 GMT+0300 (Eastern European Standard Time)"
"662","Крентта","Сідлецька","Захарівна","female","Tue Apr 19 1977 06:04:28 GMT+0300 (Eastern European Standard Time)"
"663","Артем","Тиндарей","Немирович","male","Tue Nov 25 1969 03:56:25 GMT+0300 (Eastern European Standard Time)"
"664","Адріян","Ярмак","Альбертович","male","Tue Jun 03 1980 23:33:05 GMT+0300 (Eastern European Standard Time)"
"665","Всевлад","Поривай","Максимович","male","Tue Feb 25 1969 14:49:08 GMT+0300 (Eastern European Standard Time)"
"666","Земислав","Тарасюк","Валерійович","male","Sat Jul 27 2002 22:08:43 GMT+0300 (Eastern European Summer Time)"
"667","Злат","Вітряк","Пантелеймонович","male","Thu Aug 04 1966 13:41:38 GMT+0300 (Eastern European Standard Time)"
"668","Хорив","Левадовський","Степанович","male","Sat Oct 16 1999 06:44:45 GMT+0300 (Eastern European Summer Time)"
"669","Адріян","Павленко","Захарійович","male","Fri Jan 07 1972 18:25:01 GMT+0300 (Eastern European Standard Time)"
"670","Олена","Павлів","Тихонівна","female","Sun Aug 21 1977 15:17:29 GMT+0300 (Eastern European Standard Time)"
"671","Михайло","Корецький","Родіонович","male","Sun Feb 11 1979 01:22:43 GMT+0300 (Eastern European Standard Time)"
"672","Аполлонія","Юхно","Віталіївна","female","Fri Dec 20 1996 18:48:54 GMT+0200 (Eastern European Standard Time)"
"673","Болеслава","Скиба","Омелянівна","female","Sat Mar 10 1990 01:52:25 GMT+0300 (Eastern European Standard Time)"
"674","Віола","Шамрило","Сергіївна","female","Fri Jan 26 1979 10:22:43 GMT+0300 (Eastern European Standard Time)"
"675","Святослава","Шестак","Антонівна","female","Thu Aug 29 1996 18:25:54 GMT+0300 (Eastern European Summer Time)"
"676","Забава","Гайчук","Борисівна","female","Wed Oct 26 1977 00:20:36 GMT+0300 (Eastern European Standard Time)"
"677","Іван","Юрчишин","Доброславович","male","Sat May 04 1985 20:37:02 GMT+0400 (Eastern European Summer Time)"
"678","Сергій","Лагойда","Альбертович","male","Wed Aug 17 1994 16:02:33 GMT+0300 (Eastern European Summer Time)"
"679","Мстислава","Мазун","Зеновіївна","female","Thu Dec 07 1972 00:45:54 GMT+0300 (Eastern European Standard Time)"
"680","Антон","Боровський","Устимович","male","Wed Feb 26 1986 11:17:09 GMT+0300 (Eastern European Standard Time)"
"681","Благовіста","Пригода","Миронівна","female","Tue May 13 1997 14:20:21 GMT+0300 (Eastern European Summer Time)"
"682","Павліна","Корецька","Валентинівна","female","Tue Mar 09 1965 06:38:40 GMT+0300 (Eastern European Standard Time)"
"683","Сюзана","Цушко","Стефаніївна","female","Sat Oct 18 1986 09:53:11 GMT+0300 (Eastern European Standard Time)"
"684","Добромисл","Вередун","Несторович","male","Wed Jun 27 2001 15:31:21 GMT+0300 (Eastern European Summer Time)"
"685","Меланія","Галаєнко","Віталіївна","female","Thu Sep 01 1988 10:16:10 GMT+0400 (Eastern European Summer Time)"
"686","Тиміш","Дзюб’як","Доброславович","male","Thu Nov 05 1964 13:55:43 GMT+0300 (Eastern European Standard Time)"
